Number,Track Name,Album,Main Artist,Related Artists,Spotify Link,Album Wikipedia,Related Artists - Album,Artist Wikipedia,Related Artists - Other
144,To Beat the Devil,Kristofferson,Kris Kristofferson,[],https://open.spotify.com/track/3QkUapNCfV3hJFevn6poz3,https://en.wikipedia.org/?curid=4898115,Kris Kristofferson; Norbert Putnam; Kenny Buttrey; Charlie McCoy; The A Strings; Bergen White; Fred Foster; Steve Mazur; Joseph M. Palmaccio; John Christiana; Howard Fritzson; John Jackson; Ken Kim; Randall Martin; Al Quaglieri; Nick Shaffran; Johnny Cash; Billy Swan,https://en.wikipedia.org/?curid=168094,Johnny Cash; Fred Foster; Billy Swan; Kris Kristofferson
145,Long Long Time to Get Old,Great Speckled Bird,Ian & Sylvia/Great Speckled Bird,[],https://open.spotify.com/track/1pph3KRDE5Z5rhdS8DeLrB,https://en.wikipedia.org/?curid=8011790,Ian Tyson; Sylvia Tyson; Buddy Cage; Amos Garrett; N.D. Smart; David Briggs; Norbert Putnam,https://en.wikipedia.org/?curid=1048172,Sylvia Tyson; Ian Tyson; Buddy Cage; Amos Garrett
146,Palms of Victory,[outtake],"Emmylou Harris, Dolly Parton, and Linda Ronstadt",[],https://open.spotify.com/track/61Ulnq3VszEEi9h7ezJWWK,https://en.wikipedia.org/?curid=13232830,,https://en.wikipedia.org/?curid=2082334,Linda Ronstadt
147,One Way Train,Snowblind Traveler,Mark Jones,[],https://open.spotify.com/track/1YetK8uUyEHEuBZGnfXAUV,https://en.wikipedia.org/?curid=73124752,,https://en.wikipedia.org/?curid=2293657,Mark Jones
148,Black Diamond Bay,Desire,Bob Dylan,[],https://open.spotify.com/track/2OqE96IZhnQ7uNunN6Opag,https://en.wikipedia.org/?curid=835983,Bob Dylan; Scarlet Rivera; Emmylou Harris; Rob Stoner; Howard Wyeth; Dominic Cortese; Vinnie Bell; Luther Rix; Ronee Blakley; Steven Soles; Eric Clapton; John Berg; Ruth Bernal; Don DeVito; Stan Kalina; Don Meehan; Ken Regan; Lou Waxman,https://en.wikipedia.org/?curid=4637590,Bob Dylan; Scarlet Rivera; Eric Clapton; Emmylou Harris
149,Wichita,[outtake],Gillian Welch,[],https://open.spotify.com/track/4HPlsXlYSdssG62OYwUTou,https://en.wikipedia.org/?curid=897049,,https://en.wikipedia.org/?curid=897049,Gillian Welch
150,Indianapolis,24 Hours a Day,"""The Bottle Rockets"" Year: 1997",[],https://open.spotify.com/track/4dCFpIPmSWi2fDQvcdp9dK,https://en.wikipedia.org/?curid=75045994,,https://en.wikipedia.org/?curid=1187462,
151,Revenge,Faithless Street,Whiskeytown Year: 1995,[],https://open.spotify.com/track/4GbDkMY4bUUt1pkMKEWZ33,https://en.wikipedia.org/?curid=1080769,,https://en.wikipedia.org/?curid=1080769,
152,Feelin' Good Again,Walking Distance,Robert Earl Keen Year: 1998,[],https://open.spotify.com/track/4NpYrBb5iuDqW1S5qrU3b6,https://en.wikipedia.org/?curid=1479650,,https://en.wikipedia.org/?curid=1479650,
153,Blue RIdge Mountain Skyline,Blue Ridge Mountain Skyline,Sammy Walker Year: 1977,[],https://open.spotify.com/track/09upRekrFNLtYQ6ceCBcBQ,https://en.wikipedia.org/?curid=39466162,,https://en.wikipedia.org/?curid=1792975,
154,Ventura,World Without Tears,Lucinda Williams Year: 2003,[],https://open.spotify.com/track/1u90EeWelp3vMdlsMBNwzv,https://en.wikipedia.org/?curid=2418727,Lucinda Williams; Doug Pettibone; Taras Prodaniuk; Jim Christie,https://en.wikipedia.org/?curid=273373,Lucinda Williams; Doug Pettibone
155,Far From Me,John Prine,John Prine*** Year: 1971,[],https://open.spotify.com/track/7nzQdJorKDWFsmvIN28mMM,,,,
156,Full Circle Song,Roadmaster,Gene Clark Year: 1973,[],https://open.spotify.com/track/2qXK3EaxcQJmxIeN2uiwQA,https://en.wikipedia.org/?curid=846902,,https://en.wikipedia.org/?curid=846902,
157,If I Needed You,The Late Great Townes Van Zandt,Townes Van Zandt,[],https://open.spotify.com/track/3FMQnxcc6FcPscLeLqtW5S,https://en.wikipedia.org/?curid=9278229,,https://en.wikipedia.org/?curid=292709,
158,Perfect Timing,Brighter Than Creation's Dark,Drive-By Truckers,[],https://open.spotify.com/track/0kZcO6YESNfGjM1Sgh84ef,https://en.wikipedia.org/?curid=13673392,Mike Cooley; Patterson Hood; John Neff; Brad Morgan; Shonna Tucker; Spooner Oldham,https://en.wikipedia.org/?curid=1217798,Patterson Hood; Mike Cooley; Brad Morgan; John Neff; Shonna Tucker; Spooner Oldham
159,Cowpoke,Presenting Johnny Western,Johnny* Western,[],https://open.spotify.com/track/5pypVSp56Ax27M3EUEpu4y,https://en.wikipedia.org/?curid=11288179,,https://en.wikipedia.org/?curid=971189,
160,Our Town,Infamous Angel,Iris DeMent,[],https://open.spotify.com/track/43nP4jKb7yRoyN6onAJ684,https://en.wikipedia.org/?curid=18273737,Iris DeMent; Jeff Black; Flora Mae DeMent; Jerry Douglas; Stuart Duncan; Emmylou Harris; Mark Howard; Jeff Hushkins; Hal Ketchum; Al Perkins; Jim Rooney; Pete Wasner; Richard Adler; Kelley McRae,https://en.wikipedia.org/?curid=855332,Emmylou Harris; Jeff Black
161,Ready or Not,For Everyman,Jackson Browne,[],https://open.spotify.com/track/29izM0QENguzv9YzKBZ4Hj,https://en.wikipedia.org/?curid=1087958,Jackson Browne; Spooner Oldham; Bill Payne; David Paich; Elton John; Joni Mitchell; Mike Utley; Craig Doerge; David Lindley; Sneaky Pete Kleinow; Doug Haywood; Leland Sklar; Wilton Felder; Mickey McGee; Jim Keltner; Gary Mallaber; Russ Kunkel; Don Henley; Glenn Frey; Bonnie Raitt; David Crosby,https://en.wikipedia.org/?curid=149564,Jackson Browne; Glenn Frey; Joni Mitchell; David Lindley; Doug Haywood; Bonnie Raitt; David Crosby; Don Henley
162,Sugar Cane,Dust Bowl Revival,Ox,[],https://open.spotify.com/track/7zVDgwDCxC4wesn0nn52nu,https://en.wikipedia.org/?curid=25951516,,https://en.wikipedia.org/?curid=2630435,
163,$1000 Wedding,Grievous Angel,Gram Parsons,[],https://open.spotify.com/track/67nZEOZ5re0q0IueyF1dKc,https://en.wikipedia.org/?curid=2910749,Gram Parsons; Emmylou Harris; Glen D. Hardin; James Burton; Emory Gordy Jr.; Ron Tutt; Herb Pedersen; Al Perkins; Bernie Leadon; Byron Berline; N.D. Smart; Steve Snyder; Linda Ronstadt,https://en.wikipedia.org/?curid=12991,Gram Parsons; Bernie Leadon; Emmylou Harris; Linda Ronstadt; James Burton; Al Perkins; Byron Berline
164,Forget the Flowers,Being There,Wilco,[],https://open.spotify.com/track/5OkQ3rX3ZOiy9P41IGWMGw,https://en.wikipedia.org/?curid=2250517,Jeff Tweedy; John Stirratt; Jay Bennett; Ken Coomer; Max Johnston; Bob Egan; Greg Leisz; Larry Williams; Jessy Greene; Dan Higgins; Bob Ludwig; Dahn Davis; Brad Miller,https://en.wikipedia.org/?curid=78598,Jeff Tweedy; John Stirratt; Ken Coomer; Max Johnston; Jay Bennett; Bob Egan
165,I've Been the One,Little Feat,Little Feat,[],https://open.spotify.com/track/1lwJ2UskwBdfKcyhQhxspz,https://en.wikipedia.org/?curid=1043230,Lowell George; Bill Payne; Roy Estrada; Richard Hayward; Russ Titelman; Ry Cooder; Sneaky Pete Kleinow; Kirby Johnson,https://en.wikipedia.org/?curid=784611,Lowell George; Roy Estrada; Bill Payne; Ry Cooder
166,"Oh, Atlanta",Now That I've Found You: A Collection,Alison Krauss,[],https://open.spotify.com/track/2JXtwlRd6FQ4CLeYLj7yJ8,https://en.wikipedia.org/?curid=5469879,Alison Krauss; Ron Block; Jerry Douglas; Stuart Duncan; Adam Steffey; Pete Wasner,https://en.wikipedia.org/?curid=466275,Alison Krauss; Ron Block; Jerry Douglas; Adam Steffey; Stuart Duncan
167,Six White Horses,The Taker/Tulsa,Waylon Jennings,[],https://open.spotify.com/track/4YtLfnFL2SaudkyKiIxPA9,https://en.wikipedia.org/?curid=3317247,,https://en.wikipedia.org/?curid=39086,Waylon Jennings
168,One Promise Too Late,What Am I Gonna Do About You,Reba McEntire,[],https://open.spotify.com/track/6BtBykwKhMjp4XDGc1ll1B,https://en.wikipedia.org/?curid=3859052,Reba McEntire; John Hobbs; Bill Cooley; Don Potter; Billy Joe Walker Jr.; Reggie Young; Donnie LaValley; David Hungate; Eddie Bayers; Matt Betton; Ricky Solomon; Suzy Hoskins; Pake McEntire,https://en.wikipedia.org/?curid=209066,Reba Mcentire
169,All Sewn Up,Lucero,Lucero,[],https://open.spotify.com/track/16CnWdERy4EZ6QqlGBdHIH,https://en.wikipedia.org/?curid=7131398,,https://en.wikipedia.org/?curid=25523421,
170,Early Morning Riser,Bustin' Out,Pure Prairie League,[],https://open.spotify.com/track/1avj51Zo1IMifkf1j97jJs,https://en.wikipedia.org/?curid=1133115,Craig Fuller; George Ed Powell; William Frank Hinds; Michael Connor; James Rolleston; Al Brisco; Mick Ronson; Dianne Brooks,https://en.wikipedia.org/?curid=532032,Craig Fuller; Al Brisco; Michael Connor; Mick Ronson
171,Barrier Reef,Too Far To Care,Old 97's,[],https://open.spotify.com/track/7LDa61MEoQEeKKolxn4tgE,https://en.wikipedia.org/?curid=2795197,Rhett Miller; Murry Hammond; Ken Bethea; Philip Peeples; Jon Rauhouse; Wally Gagel; Exene Cervenka,https://en.wikipedia.org/?curid=426155,Murry Hammond; Rhett Miller; Ken Bethea; Philip Peeples
172,Across the Great Divide,Close to You,Kate Wolf,[],https://open.spotify.com/track/1MHrK1oP9qM9dNE7m0A64M,https://en.wikipedia.org/?curid=2584514,,https://en.wikipedia.org/?curid=1236563,Kate Wolf
173,Someday,Guitar Town,Steve Earle,[],https://open.spotify.com/track/6f5yMTESpEdHEWhA6PxsaF,https://en.wikipedia.org/?curid=4113866,Steve Earle; Bucky Baxter; Richard Bennett; Ken Moore; Harry Stinson; Reno Kling; Michael McAdam; Paul Franklin; John Barlow Jarvis; Steve Nathan; Chuck Ainlay; Alan Messer,https://en.wikipedia.org/?curid=194910,Steve Earle
174,Son of a Rotten Gambler,Cimarron,Emmylou Harris,[],https://open.spotify.com/track/3CWlwZolwYqxLRLbG9n1cJ,https://en.wikipedia.org/?curid=3926295,Brian Ahern; Joe Allen; Mike Bowden; Tony Brown; Barry Burton; James Burton; Charles Cochran; Donivan Cowart; Hank DeVito; Steve Fishell; Wayne Goodwin; Emory Gordy Jr.; Glen Hardin; Emmylou Harris; Don Johnson; Paul Kennerley; David Kirby; Albert Lee; Kenny Malone; Herb Pedersen; Mickey Raphael; Frank Reckard; Ricky Skaggs; Buddy Spicher; Fayssoux Starling; Barry Tashian; John Ware; Cheryl White; Sharon White; Don Williams,https://en.wikipedia.org/?curid=123572,Brian Ahern; Paul Kennerley; Emmylou Harris; James Burton; Ricky Skaggs; Barry Tashian; Don Williams
175,Deep Red Bells,Blacklisted,Neko Case,[],https://open.spotify.com/track/4jUBzVmMj8FRUjTKcOqgTn,https://en.wikipedia.org/?curid=1217668,Neko Case; Kelly Hogan; Mary Margaret O'Hara; Dallas Good; Joey Burns; Brian Connelly; Jon Rauhouse; Howe Gelb; Tom V. Ray; John Convertino,https://en.wikipedia.org/?curid=306429,Neko Case; Kelly Hogan
176,Desperados Waiting For A Train,Old No. 1,Guy Clark,[],https://open.spotify.com/track/1SYXW8nW5zlZbPxeVzoZWs,https://en.wikipedia.org/?curid=3487627,Guy Clark; Mike Leach; Jerry Kroon; Larrie Londin; Chip Young; Pat Carter; Steve Gibson; Jerry Carrigan; Dick Feller; Jim Colvard; Reggie Young; Hal Rugg; Jack Hicks; David Briggs; Chuck Cochran; Shane Keister; Johnny Gimble; Mickey Raphael; Lea Jane Berinati; Rodney Crowell; Emmylou Harris; Gary B. White; Florence Warner; Steve Earle; Sammi Smith,https://en.wikipedia.org/?curid=671637,Emmylou Harris; Rodney Crowell; Steve Earle; Guy Clark
177,High Water,Anodyne,Uncle Tupelo,[],https://open.spotify.com/track/6BYsLBMcO4CECd63fRgoDI,https://en.wikipedia.org/?curid=3700887,Jay Farrar; Jeff Tweedy; Max Johnston; John Stirratt; Ken Coomer; Doug Sahm; Lloyd Maines; Joe Ely; Brian Henneman; Dave C. Birke; Dan Corrigan; Scott Hull; Brian Paulson,https://en.wikipedia.org/?curid=425087,Jay Farrar; Jeff Tweedy; Uncle Tupelo; Brian Henneman; Ken Coomer; John Stirratt; Max Johnston; Doug Sahm; Joe Ely
178,One More Dollar,Revival,Gillian Welch,[],https://open.spotify.com/track/42yf3P1ueaRzqn63p5tmGV,https://en.wikipedia.org/?curid=3060100,Gillian Welch; David Rawlings; James Burton; Armando Campean; Buddy Harman; John Hughey; Roy Huskey Jr.; Jay Joyce; Jim Keltner; Greg Leisz; T Bone Burnett,https://en.wikipedia.org/?curid=897049,David Rawlings; Gillian Welch; James Burton; Jim Keltner; Buddy Harman
179,Tattler,Paradise and Lunch,Ry Cooder,[],https://open.spotify.com/track/0Z8PnlfoTklzYEvFEsWlEc,https://en.wikipedia.org/?curid=4200361,Ry Cooder; Milt Holland; Jim Keltner; Ronnie Barron; Plas Johnson; Oscar Brashear; Earl Hines; George Bohanon; Nick DeCaro; Lee Herschberg,https://en.wikipedia.org/?curid=205506,Ry Cooder; Jim Keltner
180,One Time One Night,By The Light Of The Moon,Los Lobos,[],https://open.spotify.com/track/25x4t3MC6HhmMsx1WAztg2,https://en.wikipedia.org/?curid=6009099,David Hidalgo; Cesar Rosas; Conrad Lozano; Steve Berlin; T-Bone Burnett; Mickey Curry; Anton Fier; Mitchell Froom; Ron Tutt; Bernie Grundman; Larry Hirsch; Mark Linett; Lendon Flanagan,https://en.wikipedia.org/?curid=161395,Los Lobos; David Hidalgo; Cesar Rosas; Conrad Lozano; Steve Berlin; Mitchell Froom
181,All Around You,A Sailor's Guide to Earth,Sturgill Simpson,[],https://open.spotify.com/track/6Kt4ZcgT2vCUq7QezTTcES,https://en.wikipedia.org/?curid=49643948,Sturgill Simpson; Miles Miller; Robert Emmett; Dan Dugmore; Jefferson Steinberg; Dave Roe; Laur Joamets; Jefferson Crow; Garo Yellin; Arthur Cook; Jonathan Dinklage; Whitney LaGrange; Neal Sugarman; Dave Guy; Ian Hendrickson-Smith; Clark Gayton; Dougie Wilkinson; Kevin Black; David Ferguson; Gavin Lurssen; Sean Sullivan; Geoff Allan; Ebonie Smith; Kilian Eng; Mark Stutzman; Matthew Meiners,https://en.wikipedia.org/?curid=42522959,Sturgill Simpson; Miles Miller
182,Lioness,The Lioness,Songs: Ohia,[],https://open.spotify.com/track/35ndyA0Q0cdAsz4778es6R,https://en.wikipedia.org/?curid=7707747,,https://en.wikipedia.org/?curid=1089293,
183,V,Down By The Old Mainstream,Golden Smog,[],https://open.spotify.com/track/3Q8uAWQZwdzUflCGYwPTc1,https://en.wikipedia.org/?curid=2341953,Andrew Conlee,https://en.wikipedia.org/?curid=2341829,Golden Smog
184,Cowboy Song,Jailbreak (Deluxe Edition),Thin Lizzy,[],https://open.spotify.com/track/2H82AQCQNc4TH2yVcYKIID,https://en.wikipedia.org/?curid=5416735,Phil Lynott; Scott Gorham; Brian Robertson; Brian Downey,https://en.wikipedia.org/?curid=166705,Thin Lizzy; Phil Lynott; Scott Gorham; Brian Downey; Brian Robertson
185,Don't Wanna Know Why,Pneumonia,Whiskeytown,[],https://open.spotify.com/track/3qpMAhDIMNh5jzRyr7GjBn,https://en.wikipedia.org/?curid=3349680,James Iha,https://en.wikipedia.org/?curid=1080769,James Iha
186,Blue Canoe,Dog Days,Blue Mountain,[],https://open.spotify.com/track/137MuDMA3pCR26cEmTBUj6,https://en.wikipedia.org/?curid=4269029,,https://en.wikipedia.org/?curid=649095,Blue Mountain
187,One More Run,Room #23,(David Childers and) The Modern Don Juans,[],https://open.spotify.com/track/30oESed1MxEfB8ax0cA55D,https://en.wikipedia.org/?curid=2053757,,https://en.wikipedia.org/?curid=2053757,
188,No Ordinary Blue,The Tree of Forgiveness,John Prine,[],https://open.spotify.com/track/6uetLFzADsgxXXQNWnN1II,https://en.wikipedia.org/?curid=57145473,,https://en.wikipedia.org/?curid=292822,John Prine
189,The Eye,Saint Cloud,Waxahatchee,[],https://open.spotify.com/track/4BtThAVSnU1wZqupmcnnps,https://en.wikipedia.org/?curid=63304162,Katie Crutchfield; Brad Cook; Bobby Colombo; Bill Lennox; Nick Kinsey; Josh Kaufman; Jerry Ordonez; Jon Low; Brent Lambert; Molly Matalon; Andreina Byrne; Mike Krol,https://en.wikipedia.org/?curid=36010928,Katie Crutchfield; Brad Cook
190,Wasn't Born to Follow,The Notorious Byrd Brothers,The Byrds,[],https://open.spotify.com/track/3Lk77QOBVywNAVSqOPcuw2,https://en.wikipedia.org/?curid=1849011,Roger McGuinn; David Crosby; Chris Hillman; Michael Clarke; Gene Clark; Red Rhodes; Paul Beaver; Terry Trotter; Gary Usher; Barry Goldberg; Dennis McCarthy; Jim Gordon; Hal Blaine; Curt Boettcher; Alfred McKibbon; Ann Stockton; Richard Hyde; Jay Migliori; Dennis Faust; Firesign Theatre; unknown musicians,https://en.wikipedia.org/?curid=98648,David Crosby; Gene Clark; Michael Clarke; Chris Hillman; The Byrds; Hal Blaine; Gary Usher; Jim Gordon
191,I Had My Hopes Up High,Joe Ely (2022 Remaster),Joe Ely,[],https://open.spotify.com/track/4ufPxlNCV4nTqXZFvKU2GY,https://en.wikipedia.org/?curid=3566964,,https://en.wikipedia.org/?curid=4240991,Joe Ely
192,Fox on the Run,"Tom T. Hall - Storyteller, Poet, Philosopher",Tom T. Hall,[],https://open.spotify.com/track/0mVEatHvxil3ZGJhL8zI4w,https://en.wikipedia.org/?curid=18628670,,https://en.wikipedia.org/?curid=672626,
193,Columbine,Townes Van Zandt,Townes Van Zandt,[],https://open.spotify.com/track/2ThO3YZAifDOnpKPUJrlWp,https://en.wikipedia.org/?curid=9313154,Townes Van Zandt,https://en.wikipedia.org/?curid=292709,
194,I'm Looking Through You,Train A Comin',Steve Earle,[],https://open.spotify.com/track/2MLOwjL95hzasAyVuXlLZN,https://en.wikipedia.org/?curid=11911530,Steve Earle; Peter Rowan; Norman Blake; Emmylou Harris,https://en.wikipedia.org/?curid=194910,Steve Earle; Emmylou Harris
195,"Formula Cola, Dollar Draft",Lets Cut The Crap and Hook Up Later Tonight,Marah,[],https://open.spotify.com/track/1smEMcJFThczw50mVjcHv5,https://en.wikipedia.org/?curid=7053887,David Bielanko; Serge Bielanko; Danny Metz; Ronnie Vance,https://en.wikipedia.org/?curid=617144,
196,Acadian Driftwood,Northern Lights-Southern Cross (Expanded Edition),The Band,[],https://open.spotify.com/track/6sJlkqZqUOLXjWKJrDgRmd,https://en.wikipedia.org/?curid=27610923,,https://en.wikipedia.org/?curid=30965,The Band
197,Down to Zero,Joan Armatrading,Joan Armatrading,[],https://open.spotify.com/track/7G4T7qkB0Wp32ItIvxBCw5,https://en.wikipedia.org/?curid=8036336,Joan Armatrading; Jerry Donahue; Bryn Haworth; Jimmy Jewell; Dave Markee; B. J. Cole; Graham Lyle; Dave Mattacks; Brian Rogers; Peter Wood; Kenney Jones; Leroy Champaign; Clarke Peters; Fabio Nicoli; Nick Marshall; Clive Arrowsmith,https://en.wikipedia.org/?curid=527425,Joan Armatrading
198,First Air of Autumn,English Oceans,Drive-By Truckers,[],https://open.spotify.com/track/5yfJCU4qGsSVQEDyprCo0q,https://en.wikipedia.org/?curid=41733715,Patterson Hood; Mike Cooley; Brad Morgan; Matt Patton; Jay Gonzalez,https://en.wikipedia.org/?curid=1217798,Patterson Hood; Mike Cooley; Brad Morgan; Jay Gonzalez; Matt Patton
199,Pill Bug Blues,Heavy Ornamentals,The Gourds,[],https://open.spotify.com/track/1FEabtVkpQ2FHcop7bsF8b,https://en.wikipedia.org/?curid=2244716,,https://en.wikipedia.org/?curid=2244716,The Gourds
200,Fire on the Mountain,Searchin' for a Rainbow,The Marshall Tucker Band,[],https://open.spotify.com/track/4delgtiKX7L3nsbC0exhCS,https://en.wikipedia.org/?curid=11684993,Doug Gray; Toy Caldwell; Tommy Caldwell; George McCorkle; Jerry Eubanks; Paul Riddle; Dickey Betts; Paul Hornsby; Charlie Daniels; Chuck Leavell; Jerome Joseph; Al McDonald; Leo LaBranche; George Marino,https://en.wikipedia.org/?curid=1583973,Doug Gray; Toy Caldwell; Jerry Eubanks; Paul Riddle; Tommy Caldwell; Paul Hornsby; Charlie Daniels
201,Song for Adam/Shadow Dream Song,Laid Back (Deluxe Edition),Gregg Allman,[],https://open.spotify.com/track/1U7j1bv66dmFHxf1B7Intp,https://en.wikipedia.org/?curid=17020236,Gregg Allman; Tommy Talton; Scott Boyer; Buzz Feiten; Jim Nalls; David Brown; Charlie Hayward; Johnny Sandlin; Max Cahn; Tony Posk; Paul Hornsby; Chuck Leavell; Bill Stewart; Jai Johanny Johanson; Butch Trucks; Carl Hall; Hilda Harris; Cissy Houston; Emily Houston; June McGruder; Helene Miles; Linda November; Eileen Gilbert; Maretha Stewart; Albertine Robinson; Ed Freeman; Jim Reeves; David Boyd; Ovie Sparks; Buddy Thornton; George Marino; Abdul Mati Klarwein,https://en.wikipedia.org/?curid=505104,Gregg Allman; Johnny Sandlin; Paul Hornsby; Butch Trucks; Chuck Leavell
202,If It Takes a Lifetime,Something More Than Free,Jason Isbell,[],https://open.spotify.com/track/2hsf7VvrBm44soR5rtDVXw,https://en.wikipedia.org/?curid=46638043,Jason Isbell; Dave Cobb; Derry Deborja; Chad Gamble; Jimbo Hart; Amanda Shires; Sadler Vaden,https://en.wikipedia.org/?curid=12939010,Jason Isbell; Amanda Shires; Jimbo Hart; Dave Cobb; Sadler Vaden; Chad Gamble
203,Got Me A Woman,Dirt Farmer,Levon Helm,[],https://open.spotify.com/track/1BbbZ8R6NWxkyJ0VSEYlPG,https://en.wikipedia.org/?curid=14058742,Larry Campbell; Georgette Cartwright; Ahron R. Foster; Justin Guip; Amy Helm; Levon Helm; Byron Isaacs; Buddy Miller; Julie Miller; Brian John Mitchell; Glenn Patscha; George Receli; Doug Sax; Carrie Smith; Teresa Williams,https://en.wikipedia.org/?curid=481781,Levon Helm; Amy Helm; Larry Campbell; Teresa Williams; Byron Isaacs
204,Leaving Louisiana in the Broad Daylight,Quarter Moon in a Ten Cent Town (Expanded & Remastered),Emmylou Harris,[],https://open.spotify.com/track/4uRMqqD2Q2Nm5bu2VodPsO,https://en.wikipedia.org/?curid=163416,,https://en.wikipedia.org/?curid=123572,Emmylou Harris
205,Don't This Look Like The Dark,Trials & Errors,Magnolia Electric Co.,[],https://open.spotify.com/track/2cU1lUlDm3EEWMVAg4bC1R,https://en.wikipedia.org/?curid=5828180,,https://en.wikipedia.org/?curid=1764579,
206,Sweet Baby James,Sweet Baby James (2019 Remaster),James Taylor,[],https://open.spotify.com/track/17PXXzOygMyXXUNLngVN5u,https://en.wikipedia.org/?curid=77400776,,https://en.wikipedia.org/?curid=148375,James Taylor
207,A Song for You,GP,Gram Parsons,[],https://open.spotify.com/track/044sG5pgwwUSXBekDecuZH,https://en.wikipedia.org/?curid=4291476,Gram Parsons; Emmylou Harris; Barry Tashian; Ric Grech; John Conrad; Ron Tutt; John Guerin; Sam Goldstein; Glen D. Hardin; James Burton; Al Perkins; Buddy Emmons; Byron Berline; Alan Munde; Hal Battiste,https://en.wikipedia.org/?curid=12991,Gram Parsons; Emmylou Harris; Ric Grech; James Burton; John Guerin; Al Perkins; Byron Berline
208,Pretty Horses,Pretty Horses,Dwight Yoakam,[],https://open.spotify.com/track/0c7zdPYMttw5alPo9FprZY,https://en.wikipedia.org/?curid=4471,,https://en.wikipedia.org/?curid=169976,Dwight Yoakam
209,In My Reply,Linda Ronstadt,Linda Ronstadt,[],https://open.spotify.com/track/5V6kkHsKwMOUmycpNZkDkm,https://en.wikipedia.org/?curid=11774453,Linda Ronstadt; Robbie Buchanan; Matt Rollings; Dean Parks; Bob Glaub; Leland Sklar; Russ Kunkel; Emil Richards; Dennis James; David Boroff; Plas Johnson; Jon Clarke; David Campbell; Valerie Carter; Alex Brown; Mortonette Jenkins; Marlena Jeter; Donny Gerrard; Arnold McCuller; Aaron Neville; Josef Powell; George Massenburg; Peter Asher; Steve Tyrell; Kevin Scott; Craig Silvey; Doug Sax; Gavin Lurssen; John Kosh; Robert Blakeman,https://en.wikipedia.org/?curid=160760,Aaron Neville; Linda Ronstadt; Peter Asher; George Massenburg; Valerie Carter; Dennis James
210,Oh Sarah,A Sailor's Guide to Earth,Sturgill Simpson,[],https://open.spotify.com/track/2NriQ41JHZxm0oQHHI4XJM,https://en.wikipedia.org/?curid=49643948,Sturgill Simpson; Miles Miller; Robert Emmett; Dan Dugmore; Jefferson Steinberg; Dave Roe; Laur Joamets; Jefferson Crow; Garo Yellin; Arthur Cook; Jonathan Dinklage; Whitney LaGrange; Neal Sugarman; Dave Guy; Ian Hendrickson-Smith; Clark Gayton; Dougie Wilkinson; Kevin Black; David Ferguson; Gavin Lurssen; Sean Sullivan; Geoff Allan; Ebonie Smith; Kilian Eng; Mark Stutzman; Matthew Meiners,https://en.wikipedia.org/?curid=42522959,Sturgill Simpson; Miles Miller
211,Breakfast,Talking Dogs & Atom Bombs,Darrin Bradbury,[],https://open.spotify.com/track/4FDGp2BcZSmT9dZucG4ksY,,,https://en.wikipedia.org/?curid=1684551,
212,Everybody's Missing The Sun,Shinebox,The Gourds,[],https://open.spotify.com/track/6j9ZLPjBGBEn1M6UGjEnLa,https://en.wikipedia.org/?curid=2244716,,https://en.wikipedia.org/?curid=2244716,The Gourds
213,Fallin' Faster,Ham Days,The Galoots,[],https://open.spotify.com/track/66RhfFJaMPsa7SBkSflqkW,https://en.wikipedia.org/?curid=77356483,,https://en.wikipedia.org/?curid=31543982,
214,Over the Red Cedar,Stumpjumper,Charlie Parr,[],https://open.spotify.com/track/5xFh8P6jYPwLj2kCfxbmbJ,https://en.wikipedia.org/?curid=7080397,,https://en.wikipedia.org/?curid=7080397,Charlie Parr
215,Windfall,Trace (Remastered),Son Volt,[],https://open.spotify.com/track/52iyhfd6jgU2wYB8QIYs6t,https://en.wikipedia.org/?curid=1138496,Gram Parsons; Chris Hillman; Chris Ethridge; Jon Corneal; Eddie Hoh; Sam Goldstein; David Crosby; Hot Burrito Chorus; Henry Lewy; Tom Wilkes; Barry Feinstein,https://en.wikipedia.org/?curid=553832,Son Volt
216,Frightened by the Sound,The Saint Of Lost Causes,Justin Townes Earle,[],https://open.spotify.com/track/3nBtfiSKJUpCqM9bFaThgQ,https://en.wikipedia.org/?curid=61331999,Justin Townes Earle; Adam Ayan; Adam Bednarik; Tchad Blake; Fetzer Design; Joe V. McMahan; Paul Niehaus; Jon Radford; Zaq Reynolds; Joshua Black Wilkins; Cory Younts,https://en.wikipedia.org/?curid=20736279,
217,Love's Gonna Blow My Way,The Low Highway (Deluxe Edition),Steve Earle,[],https://open.spotify.com/track/2Ig8vUo24y9UYYJUnsv376,https://en.wikipedia.org/?curid=11027688,,https://en.wikipedia.org/?curid=194910,Steve Earle
218,Come Tomorrow,Delta Momma Blues,Townes Van Zandt,[],https://open.spotify.com/track/1sU0FftQIPWxJyCZrBBtdF,https://en.wikipedia.org/?curid=9313362,,https://en.wikipedia.org/?curid=292709,
